time,price_ADA-PERP,price_BTC-PERP,price_ETH-PERP
2021-10-07T18:00:00.000000,2.289755,53973.0,3594.1
2021-10-07T19:00:00.000000,2.294315,54028.0,3609.4
2021-10-07T20:00:00.000000,2.299455,54230.0,3627.5
2021-10-07T21:00:00.000000,2.2957,54326.0,3638.8
2021-10-07T22:00:00.000000,2.27669,53955.0,3608.7
2021-10-07T23:00:00.000000,2.280405,53824.0,3590.5
2021-10-08T00:00:00.000000,2.290915,54153.0,3607.6
2021-10-08T01:00:00.000000,2.28903,54341.0,3610.0
2021-10-08T02:00:00.000000,2.26578,53884.0,3570.6
2021-10-08T03:00:00.000000,2.27171,53840.0,3576.3
2021-10-08T04:00:00.000000,2.26732,53910.0,3575.0
2021-10-08T05:00:00.000000,2.27031,54217.0,3585.7
2021-10-08T06:00:00.000000,2.279105,54166.0,3583.5
2021-10-08T07:00:00.000000,2.29438,54879.0,3606.0
2021-10-08T08:00:00.000000,2.30657,55857.0,3667.6
2021-10-08T09:00:00.000000,2.278945,55267.0,3628.5
2021-10-08T10:00:00.000000,2.288925,55526.0,3630.1
2021-10-08T11:00:00.000000,2.26971,55299.0,3613.1
2021-10-08T12:00:00.000000,2.26587,54878.0,3602.4
2021-10-08T13:00:00.000000,2.26451,54209.0,3599.6
2021-10-08T14:00:00.000000,2.27609,54596.0,3653.4
2021-10-08T15:00:00.000000,2.283945,54357.0,3624.4
2021-10-08T16:00:00.000000,2.274555,54324.0,3633.6
2021-10-08T17:00:00.000000,2.26634,54321.0,3627.9
2021-10-08T18:00:00.000000,2.27133,54539.0,3626.5
2021-10-08T19:00:00.000000,2.26939,54736.0,3627.4
2021-10-08T20:00:00.000000,2.233285,54002.0,3554.7
2021-10-08T21:00:00.000000,2.2368,54193.0,3574.7
2021-10-08T22:00:00.000000,2.24285,54104.0,3577.8
2021-10-08T23:00:00.000000,2.237975,53974.0,3564.0
2021-10-09T00:00:00.000000,2.248885,54306.0,3584.4
2021-10-09T01:00:00.000000,2.228625,54047.0,3561.4
2021-10-09T02:00:00.000000,2.243615,54181.0,3576.1
2021-10-09T03:00:00.000000,2.2512,54596.0,3581.4
2021-10-09T04:00:00.000000,2.254075,54728.0,3589.4
2021-10-09T05:00:00.000000,2.24551,54624.0,3587.0
2021-10-09T06:00:00.000000,2.26072,54866.0,3603.2
2021-10-09T07:00:00.000000,2.2673,54957.0,3608.1
2021-10-09T08:00:00.000000,2.254095,54760.0,3583.4
2021-10-09T09:00:00.000000,2.264285,54940.0,3597.0
2021-10-09T10:00:00.000000,2.277405,54922.0,3614.5
2021-10-09T11:00:00.000000,2.274255,54818.0,3598.6
2021-10-09T12:00:00.000000,2.274595,55023.0,3604.3
2021-10-09T13:00:00.000000,2.27961,55286.0,3624.3
2021-10-09T14:00:00.000000,2.28157,55182.0,3617.7
2021-10-09T15:00:00.000000,2.27234,55028.0,3602.0
2021-10-09T16:00:00.000000,2.268275,54839.0,3588.1
2021-10-09T17:00:00.000000,2.285345,54948.0,3594.5
2021-10-09T18:00:00.000000,2.27502,54934.0,3597.9
2021-10-09T19:00:00.000000,2.269005,54674.0,3583.8
2021-10-09T20:00:00.000000,2.267315,54698.0,3580.0
2021-10-09T21:00:00.000000,2.27782,54869.0,3590.1
2021-10-09T22:00:00.000000,2.2704,54934.0,3589.2
2021-10-09T23:00:00.000000,2.27106,54976.0,3577.6
2021-10-10T00:00:00.000000,2.246565,54925.0,3569.5
2021-10-10T01:00:00.000000,2.24233,54429.0,3503.9
2021-10-10T02:00:00.000000,2.24391,54659.0,3526.2
2021-10-10T03:00:00.000000,2.258415,55088.0,3530.4
2021-10-10T04:00:00.000000,2.26728,55935.0,3573.0
2021-10-10T05:00:00.000000,2.25482,55709.0,3568.5
2021-10-10T06:00:00.000000,2.269155,55654.0,3600.0
2021-10-10T07:00:00.000000,2.26725,55710.0,3585.2
2021-10-10T08:00:00.000000,2.27662,55621.0,3592.0
2021-10-10T09:00:00.000000,2.2593,55018.0,3574.9
2021-10-10T10:00:00.000000,2.25197,55069.0,3569.2
2021-10-10T11:00:00.000000,2.25287,55213.0,3566.1
2021-10-10T12:00:00.000000,2.24729,54985.0,3545.2
2021-10-10T13:00:00.000000,2.242775,55269.0,3550.5
2021-10-10T14:00:00.000000,2.243755,55175.0,3551.8
2021-10-10T15:00:00.000000,2.245615,55418.0,3559.4
2021-10-10T16:00:00.000000,2.242695,55509.0,3548.0
2021-10-10T17:00:00.000000,2.236295,55394.0,3523.9
2021-10-10T18:00:00.000000,2.238135,55364.0,3529.8
2021-10-10T19:00:00.000000,2.235265,55505.0,3530.8
2021-10-10T20:00:00.000000,2.225685,55444.0,3513.7
2021-10-10T21:00:00.000000,2.19526,54812.0,3456.8
2021-10-10T22:00:00.000000,2.2242,54935.0,3467.0
2021-10-10T23:00:00.000000,2.18907,54706.0,3413.3
2021-10-11T00:00:00.000000,2.20578,55188.0,3443.8
2021-10-11T01:00:00.000000,2.203645,55373.0,3452.7
2021-10-11T02:00:00.000000,2.214745,55855.0,3478.8
2021-10-11T03:00:00.000000,2.22833,56570.0,3521.4
2021-10-11T04:00:00.000000,2.223975,56521.0,3522.6
2021-10-11T05:00:00.000000,2.21418,56598.0,3527.8
2021-10-11T06:00:00.000000,2.21893,56714.0,3523.6
2021-10-11T07:00:00.000000,2.23646,56843.0,3581.2
2021-10-11T08:00:00.000000,2.23564,56611.0,3605.9
2021-10-11T09:00:00.000000,2.227085,56555.0,3584.6
2021-10-11T10:00:00.000000,2.20776,56254.0,3563.8
2021-10-11T11:00:00.000000,2.20937,56445.0,3561.7
2021-10-11T12:00:00.000000,2.210295,56514.0,3572.9
2021-10-11T13:00:00.000000,2.217145,57251.0,3594.6
2021-10-11T14:00:00.000000,2.20902,57485.0,3600.6
2021-10-11T15:00:00.000000,2.204825,57523.0,3596.0
2021-10-11T16:00:00.000000,2.192425,57334.0,3578.6
2021-10-11T17:00:00.000000,2.18698,57456.0,3565.8
2021-10-11T18:00:00.000000,2.18024,57388.0,3553.9
2021-10-11T19:00:00.000000,2.15347,57513.0,3516.9
2021-10-11T20:00:00.000000,2.12976,57361.0,3491.3
2021-10-11T21:00:00.000000,2.154255,57195.0,3518.5
2021-10-11T22:00:00.000000,2.16261,57203.0,3512.8
2021-10-11T23:00:00.000000,2.17018,57513.0,3542.8
2021-10-12T00:00:00.000000,2.141785,56952.0,3503.6
2021-10-12T01:00:00.000000,2.14654,57085.0,3518.7
2021-10-12T02:00:00.000000,2.11393,56805.0,3482.9
2021-10-12T03:00:00.000000,2.102585,56755.0,3487.6
2021-10-12T04:00:00.000000,2.120915,57000.0,3499.6
2021-10-12T05:00:00.000000,2.132025,57441.0,3512.6
2021-10-12T06:00:00.000000,2.101325,57232.0,3480.6
2021-10-12T07:00:00.000000,2.11554,57371.0,3483.3
2021-10-12T08:00:00.000000,2.12263,57488.0,3499.1
2021-10-12T09:00:00.000000,2.08936,56973.0,3439.0
2021-10-12T10:00:00.000000,2.093575,57223.0,3462.9
2021-10-12T11:00:00.000000,2.107875,57281.0,3458.1
2021-10-12T12:00:00.000000,2.078715,56903.0,3418.6
2021-10-12T13:00:00.000000,2.13797,56989.0,3500.0
2021-10-12T14:00:00.000000,2.10598,56438.0,3486.0
2021-10-12T15:00:00.000000,2.134685,56358.0,3506.4
2021-10-12T16:00:00.000000,2.14626,55949.0,3515.7
2021-10-12T17:00:00.000000,2.12748,55950.0,3488.8
2021-10-12T18:00:00.000000,2.1311,55604.0,3488.1
2021-10-12T19:00:00.000000,2.124485,55347.0,3467.6
2021-10-12T20:00:00.000000,2.139475,55379.0,3481.1
2021-10-12T21:00:00.000000,2.12913,56081.0,3487.7
2021-10-12T22:00:00.000000,2.122565,56412.0,3502.8
2021-10-12T23:00:00.000000,2.118875,56021.0,3493.3
2021-10-13T00:00:00.000000,2.14396,56483.0,3526.7
2021-10-13T01:00:00.000000,2.13298,56318.0,3503.3
2021-10-13T02:00:00.000000,2.143445,56437.0,3519.1
2021-10-13T03:00:00.000000,2.13261,56284.0,3503.2
2021-10-13T04:00:00.000000,2.133765,56079.0,3509.8
2021-10-13T05:00:00.000000,2.08337,55054.0,3452.7
2021-10-13T06:00:00.000000,2.0995,55380.0,3463.3
2021-10-13T07:00:00.000000,2.08639,54626.0,3429.1
2021-10-13T08:00:00.000000,2.10307,54638.0,3427.2
